Deaths,ObservationDate
0,02-15-2020
0,02-15-2020
0,02-15-2020
0,02-15-2020
0,02-15-2020
0,02-15-2020
1,02-15-2020
1,02-15-2020
1,02-15-2020
1,02-15-2020
1,02-15-2020
1,02-15-2020
1,02-15-2020
1696,02-16-2020
2,02-16-2020
13,02-16-2020
0,02-16-2020
3,02-16-2020
6,02-16-2020
1,02-16-2020
0,02-16-2020
5,02-16-2020
2,02-16-2020
3,02-16-2020
11,02-16-2020
4,02-16-2020
0,02-16-2020
1,02-16-2020
3,02-16-2020
0,02-16-2020
2,02-16-2020
0,02-16-2020
0,02-16-2020
4,02-16-2020
1,02-16-2020
0,02-16-2020
3,02-16-2020
1,02-16-2020
2,02-16-2020
1,02-16-2020
0,02-16-2020
1,02-16-2020
0,02-16-2020
0,02-16-2020
1,02-16-2020
1,02-16-2020
0,02-16-2020
0,02-16-2020
0,02-16-2020
1,02-16-2020
0,02-16-2020
0,02-16-2020
0,02-16-2020
1,02-16-2020
0,02-16-2020
0,02-16-2020
0,02-16-2020
0,02-16-2020
0,02-16-2020
0,02-16-2020
0,02-16-2020
0,02-16-2020
0,02-16-2020
1,02-16-2020
0,02-16-2020
2,02-16-2020
0,02-16-2020
0,02-16-2020
2,02-16-2020
2,02-16-2020
2,02-16-2020
2,02-16-2020
0,02-16-2020
0,02-16-2020
1,02-16-2020
0,02-16-2020
0,02-16-2020
0,02-16-2020
0,02-16-2020
0,02-16-2020
0,02-16-2020
1,02-16-2020
1,02-16-2020
1,02-16-2020
1,02-16-2020
1,02-16-2020
1,02-16-2020
1,02-16-2020
1789,02-17-2020
4,02-17-2020
16,02-17-2020
0,02-17-2020
3,02-17-2020
6,02-17-2020
1,02-17-2020
0,02-17-2020
5,02-17-2020
2,02-17-2020
3,02-17-2020
11,02-17-2020
0,02-17-2020
4,02-17-2020
1,02-17-2020
3,02-17-2020
0,02-17-2020
0,02-17-2020
2,02-17-2020
0,02-17-2020
4,02-17-2020
1,02-17-2020
0,02-17-2020
3,02-17-2020
1,02-17-2020
2,02-17-2020
1,02-17-2020
0,02-17-2020
1,02-17-2020
0,02-17-2020
0,02-17-2020
1,02-17-2020
1,02-17-2020
0,02-17-2020
0,02-17-2020
0,02-17-2020
1,02-17-2020
0,02-17-2020
0,02-17-2020
0,02-17-2020
1,02-17-2020
0,02-17-2020
0,02-17-2020
0,02-17-2020
0,02-17-2020
0,02-17-2020
0,02-17-2020
0,02-17-2020
0,02-17-2020
0,02-17-2020
1,02-17-2020
0,02-17-2020
2,02-17-2020
0,02-17-2020
0,02-17-2020
2,02-17-2020
2,02-17-2020
2,02-17-2020
2,02-17-2020
0,02-17-2020
0,02-17-2020
1,02-17-2020
0,02-17-2020
0,02-17-2020
0,02-17-2020
0,02-17-2020
0,02-17-2020
0,02-17-2020
1,02-17-2020
1,02-17-2020
1,02-17-2020
1,02-17-2020
1,02-17-2020
1,02-17-2020
1,02-17-2020
1921,02-18-2020
4,02-18-2020
19,02-18-2020
0,02-18-2020
4,02-18-2020
6,02-18-2020
1,02-18-2020
0,02-18-2020
5,02-18-2020
3,02-18-2020
0,02-18-2020
3,02-18-2020
11,02-18-2020
4,02-18-2020
1,02-18-2020
4,02-18-2020
0,02-18-2020
2,02-18-2020
0,02-18-2020
0,02-18-2020
4,02-18-2020
2,02-18-2020
0,02-18-2020
3,02-18-2020
1,02-18-2020
2,02-18-2020
1,02-18-2020
0,02-18-2020
1,02-18-2020
1,02-18-2020
0,02-18-2020
0,02-18-2020
1,02-18-2020
0,02-18-2020
0,02-18-2020
0,02-18-2020
1,02-18-2020
0,02-18-2020
0,02-18-2020
0,02-18-2020
1,02-18-2020
0,02-18-2020
0,02-18-2020
0,02-18-2020
0,02-18-2020
0,02-18-2020
0,02-18-2020
0,02-18-2020
0,02-18-2020
0,02-18-2020
1,02-18-2020
0,02-18-2020
2,02-18-2020
0,02-18-2020
0,02-18-2020
2,02-18-2020
2,02-18-2020
2,02-18-2020
2,02-18-2020
0,02-18-2020
0,02-18-2020
1,02-18-2020
0,02-18-2020
0,02-18-2020
0,02-18-2020
0,02-18-2020
0,02-18-2020
0,02-18-2020
1,02-18-2020
1,02-18-2020
1,02-18-2020
1,02-18-2020
1,02-18-2020
1,02-18-2020
1,02-18-2020
2029,02-19-2020
5,02-19-2020
19,02-19-2020
0,02-19-2020
4,02-19-2020
6,02-19-2020
1,02-19-2020
0,02-19-2020
0,02-19-2020
5,02-19-2020
3,02-19-2020
3,02-19-2020
12,02-19-2020
4,02-19-2020
2,02-19-2020
4,02-19-2020
0,02-19-2020
2,02-19-2020
0,02-19-2020
1,02-19-2020
4,02-19-2020
2,02-19-2020
0,02-19-2020
3,02-19-2020
1,02-19-2020
2,02-19-2020
1,02-19-2020
1,02-19-2020
0,02-19-2020
1,02-19-2020
0,02-19-2020
0,02-19-2020
2,02-19-2020
0,02-19-2020
0,02-19-2020
1,02-19-2020
0,02-19-2020
0,02-19-2020
0,02-19-2020
0,02-19-2020
1,02-19-2020
0,02-19-2020
0,02-19-2020
0,02-19-2020
0,02-19-2020
0,02-19-2020
0,02-19-2020
0,02-19-2020
0,02-19-2020
0,02-19-2020
1,02-19-2020
0,02-19-2020
2,02-19-2020
2,02-19-2020
0,02-19-2020
0,02-19-2020
2,02-19-2020
2,02-19-2020
2,02-19-2020
2,02-19-2020
0,02-19-2020
0,02-19-2020
1,02-19-2020
0,02-19-2020
0,02-19-2020
0,02-19-2020
0,02-19-2020
0,02-19-2020
0,02-19-2020
1,02-19-2020
1,02-19-2020
1,02-19-2020
1,02-19-2020
1,02-19-2020
1,02-19-2020
1,02-19-2020
2144,02-20-2020
5,02-20-2020
19,02-20-2020
1,02-20-2020
4,02-20-2020
6,02-20-2020
1,02-20-2020
2,02-20-2020
0,02-20-2020
6,02-20-2020
4,02-20-2020
3,02-20-2020
12,02-20-2020
4,02-20-2020
2,02-20-2020
5,02-20-2020
1,02-20-2020
2,02-20-2020
1,02-20-2020
2,02-20-2020
4,02-20-2020
2,02-20-2020
0,02-20-2020
3,02-20-2020
1,02-20-2020
1,02-20-2020
1,02-20-2020
2,02-20-2020
1,02-20-2020
0,02-20-2020
1,02-20-2020
0,02-20-2020
0,02-20-2020
2,02-20-2020
0,02-20-2020
1,02-20-2020
0,02-20-2020
0,02-20-2020
0,02-20-2020
0,02-20-2020
1,02-20-2020
0,02-20-2020
0,02-20-2020
0,02-20-2020
0,02-20-2020
0,02-20-2020
2,02-20-2020
0,02-20-2020
0,02-20-2020
0,02-20-2020
0,02-20-2020
1,02-20-2020
0,02-20-2020
2,02-20-2020
0,02-20-2020
0,02-20-2020
2,02-20-2020
2,02-20-2020
2,02-20-2020
2,02-20-2020
0,02-20-2020
0,02-20-2020
1,02-20-2020
0,02-20-2020
0,02-20-2020
0,02-20-2020
0,02-20-2020
0,02-20-2020
0,02-20-2020
1,02-20-2020
1,02-20-2020
1,02-20-2020
1,02-20-2020
1,02-20-2020
1,02-20-2020
1,02-20-2020
2144,02-21-2020
5,02-21-2020
19,02-21-2020
1,02-21-2020
4,02-21-2020
6,02-21-2020
1,02-21-2020
4,02-21-2020
2,02-21-2020
0,02-21-2020
6,02-21-2020
3,02-21-2020
12,02-21-2020
4,02-21-2020
2,02-21-2020
5,02-21-2020
1,02-21-2020
2,02-21-2020
1,02-21-2020
2,02-21-2020
2,02-21-2020
4,02-21-2020
2,02-21-2020
0,02-21-2020
3,02-21-2020
1,02-21-2020
1,02-21-2020
2,02-21-2020
1,02-21-2020
0,02-21-2020
1,02-21-2020
0,02-21-2020
0,02-21-2020
2,02-21-2020
0,02-21-2020
1,02-21-2020
0,02-21-2020
1,02-21-2020
4,02-21-2020
0,02-21-2020
0,02-21-2020
0,02-21-2020
1,02-21-2020
11,02-21-2020
0,02-21-2020
0,02-21-2020
0,02-21-2020
0,02-21-2020
0,02-21-2020
5,02-21-2020
0,02-21-2020
0,02-21-2020
0,02-21-2020
0,02-21-2020
1,02-21-2020
0,02-21-2020
2,02-21-2020
0,02-21-2020
0,02-21-2020
2,02-21-2020
2,02-21-2020
2,02-21-2020
2,02-21-2020
2,02-21-2020
0,02-21-2020
0,02-21-2020
1,02-21-2020
0,02-21-2020
0,02-21-2020
0,02-21-2020
0,02-21-2020
0,02-21-2020
0,02-21-2020
0,02-21-2020
0,02-21-2020
1,02-21-2020
1,02-21-2020
1,02-21-2020
1,02-21-2020
1,02-21-2020
1,02-21-2020
1,02-21-2020
1,02-21-2020
1,02-21-2020
2346,02-22-2020
5,02-22-2020
19,02-22-2020
1,02-22-2020
4,02-22-2020
6,02-22-2020
1,02-22-2020
4,02-22-2020
2,02-22-2020
0,02-22-2020
6,02-22-2020
3,02-22-2020
12,02-22-2020
2,02-22-2020
4,02-22-2020
3,02-22-2020
6,02-22-2020
1,02-22-2020
2,02-22-2020
1,02-22-2020
2,02-22-2020
4,02-22-2020
2,02-22-2020
3,02-22-2020
0,02-22-2020
1,02-22-2020
1,02-22-2020
2,02-22-2020
1,02-22-2020
0,02-22-2020
2,02-22-2020
0,02-22-2020
0,02-22-2020
2,02-22-2020
2,02-22-2020
0,02-22-2020
5,02-22-2020
1,02-22-2020
0,02-22-2020
0,02-22-2020
0,02-22-2020
0,02-22-2020
0,02-22-2020
1,02-22-2020
11,02-22-2020
0,02-22-2020
0,02-22-2020
0,02-22-2020
0,02-22-2020
0,02-22-2020
5,02-22-2020
0,02-22-2020
0,02-22-2020
0,02-22-2020
1,02-22-2020
0,02-22-2020
2,02-22-2020
0,02-22-2020
0,02-22-2020
2,02-22-2020
2,02-22-2020
2,02-22-2020
2,02-22-2020
2,02-22-2020
0,02-22-2020
0,02-22-2020
1,02-22-2020
0,02-22-2020
0,02-22-2020
0,02-22-2020
0,02-22-2020
0,02-22-2020
0,02-22-2020
0,02-22-2020
0,02-22-2020
1,02-22-2020
1,02-22-2020
1,02-22-2020
1,02-22-2020
1,02-22-2020
1,02-22-2020
1,02-22-2020
1,02-22-2020
1,02-22-2020
2346,02-23-2020
6,02-23-2020
19,02-23-2020
1,02-23-2020
4,02-23-2020
6,02-23-2020
1,02-23-2020
4,02-23-2020
3,02-23-2020
0,02-23-2020
6,02-23-2020
6,02-23-2020
3,02-23-2020
12,02-23-2020
4,02-23-2020
3,02-23-2020
6,02-23-2020
1,02-23-2020
2,02-23-2020
1,02-23-2020
2,02-23-2020
5,02-23-2020
3,02-23-2020
1,02-23-2020
2,02-23-2020
3,02-23-2020
0,02-23-2020
1,02-23-2020
2,02-23-2020
1,02-23-2020
0,02-23-2020
2,02-23-2020
0,02-23-2020
2,02-23-2020
0,02-23-2020
8,02-23-2020
0,02-23-2020
1,02-23-2020
0,02-23-2020
0,02-23-2020
0,02-23-2020
0,02-23-2020
0,02-23-2020
1,02-23-2020
11,02-23-2020
0,02-23-2020
0,02-23-2020
0,02-23-2020
0,02-23-2020
0,02-23-2020
5,02-23-2020
0,02-23-2020
0,02-23-2020
0,02-23-2020
1,02-23-2020
0,02-23-2020
2,02-23-2020
0,02-23-2020
0,02-23-2020
2,02-23-2020
2,02-23-2020
2,02-23-2020
2,02-23-2020
2,02-23-2020
0,02-23-2020
0,02-23-2020
1,02-23-2020
0,02-23-2020
0,02-23-2020
0,02-23-2020
0,02-23-2020
0,02-23-2020
0,02-23-2020
0,02-23-2020
0,02-23-2020
1,02-23-2020
1,02-23-2020
1,02-23-2020
1,02-23-2020
1,02-23-2020
1,02-23-2020
1,02-23-2020
1,02-23-2020
1,02-23-2020
0,02-23-2020
2495,02-24-2020
6,02-24-2020
19,02-24-2020
1,02-24-2020
4,02-24-2020
6,02-24-2020
1,02-24-2020
8,02-24-2020
5,02-24-2020
3,02-24-2020
0,02-24-2020
6,02-24-2020
3,02-24-2020
12,02-24-2020
4,02-24-2020
3,02-24-2020
6,02-24-2020
1,02-24-2020
2,02-24-2020
1,02-24-2020
7,02-24-2020
2,02-24-2020
5,02-24-2020
1,02-24-2020
2,02-24-2020
3,02-24-2020
0,02-24-2020
1,02-24-2020
1,02-24-2020
2,02-24-2020
0,02-24-2020
2,02-24-2020
2,02-24-2020
0,02-24-2020
0,02-24-2020
12,02-24-2020
0,02-24-2020
0,02-24-2020
1,02-24-2020
0,02-24-2020
0,02-24-2020
0,02-24-2020
0,02-24-2020
0,02-24-2020
0,02-24-2020
1,02-24-2020
0,02-24-2020
0,02-24-2020
0,02-24-2020
0,02-24-2020
0,02-24-2020
0,02-24-2020
3,02-24-2020
0,02-24-2020
1,02-24-2020
0,02-24-2020
0,02-24-2020
0,02-24-2020
0,02-24-2020
2,02-24-2020
2,02-24-2020
2,02-24-2020
2,02-24-2020
0,02-24-2020
0,02-24-2020
0,02-24-2020
0,02-24-2020
1,02-24-2020
0,02-24-2020
0,02-24-2020
0,02-24-2020
0,02-24-2020
0,02-24-2020
0,02-24-2020
0,02-24-2020
0,02-24-2020
0,02-24-2020
0,02-24-2020
1,02-24-2020
1,02-24-2020
1,02-24-2020
1,02-24-2020
1,02-24-2020
1,02-24-2020
1,02-24-2020
1,02-24-2020
1,02-24-2020
0,02-24-2020
0,02-24-2020
0,02-24-2020
2563,02-25-2020
7,02-25-2020
19,02-25-2020
1,02-25-2020
4,02-25-2020
6,02-25-2020
10,02-25-2020
1,02-25-2020
6,02-25-2020
3,02-25-2020
0,02-25-2020
6,02-25-2020
3,02-25-2020
12,02-25-2020
4,02-25-2020
3,02-25-2020
10,02-25-2020
6,02-25-2020
1,02-25-2020
2,02-25-2020
1,02-25-2020
2,02-25-2020
1,02-25-2020
5,02-25-2020
2,02-25-2020
3,02-25-2020
0,02-25-2020
1,02-25-2020
16,02-25-2020
1,02-25-2020
2,02-25-2020
0,02-25-2020
2,02-25-2020
2,02-25-2020
0,02-25-2020
0,02-25-2020
0,02-25-2020
0,02-25-2020
1,02-25-2020
0,02-25-2020
0,02-25-2020
0,02-25-2020
0,02-25-2020
0,02-25-2020
1,02-25-2020
0,02-25-2020
0,02-25-2020
0,02-25-2020
0,02-25-2020
0,02-25-2020
0,02-25-2020
0,02-25-2020
0,02-25-2020
0,02-25-2020
0,02-25-2020
3,02-25-2020
0,02-25-2020
1,02-25-2020
0,02-25-2020
0,02-25-2020
0,02-25-2020
0,02-25-2020
2,02-25-2020
2,02-25-2020
2,02-25-2020
2,02-25-2020
0,02-25-2020
0,02-25-2020
0,02-25-2020
0,02-25-2020
1,02-25-2020
0,02-25-2020
0,02-25-2020
0,02-25-2020
0,02-25-2020
0,02-25-2020
0,02-25-2020
0,02-25-2020
0,02-25-2020
0,02-25-2020
0,02-25-2020
0,02-25-2020
1,02-25-2020
1,02-25-2020
1,02-25-2020
1,02-25-2020
1,02-25-2020
1,02-25-2020
1,02-25-2020
1,02-25-2020
1,02-25-2020
0,02-25-2020
0,02-25-2020
0,02-25-2020
2615,02-26-2020
7,02-26-2020
19,02-26-2020
12,02-26-2020
1,02-26-2020
4,02-26-2020
6,02-26-2020
1,02-26-2020
6,02-26-2020
4,02-26-2020
0,02-26-2020
6,02-26-2020
3,02-26-2020
12,02-26-2020
12,02-26-2020
4,02-26-2020
3,02-26-2020
6,02-26-2020
1,02-26-2020
2,02-26-2020
1,02-26-2020
2,02-26-2020
2,02-26-2020
5,02-26-2020
2,02-26-2020
19,02-26-2020
3,02-26-2020
0,02-26-2020
1,02-26-2020
1,02-26-2020
0,02-26-2020
2,02-26-2020
2,02-26-2020
2,02-26-2020
0,02-26-2020
0,02-26-2020
0,02-26-2020
0,02-26-2020
0,02-26-2020
1,02-26-2020
0,02-26-2020
0,02-26-2020
0,02-26-2020
2,02-26-2020
0,02-26-2020
0,02-26-2020
0,02-26-2020
0,02-26-2020
0,02-26-2020
0,02-26-2020
0,02-26-2020
0,02-26-2020
0,02-26-2020
0,02-26-2020
0,02-26-2020
0,02-26-2020
0,02-26-2020
3,02-26-2020
0,02-26-2020
0,02-26-2020
1,02-26-2020
0,02-26-2020
0,02-26-2020
0,02-26-2020
0,02-26-2020
0,02-26-2020
0,02-26-2020
0,02-26-2020
0,02-26-2020
2,02-26-2020
2,02-26-2020
2,02-26-2020
2,02-26-2020
0,02-26-2020
0,02-26-2020
0,02-26-2020
0,02-26-2020
0,02-26-2020
1,02-26-2020
0,02-26-2020
0,02-26-2020
0,02-26-2020
0,02-26-2020
0,02-26-2020
0,02-26-2020
0,02-26-2020
0,02-26-2020
0,02-26-2020
0,02-26-2020
1,02-26-2020
1,02-26-2020
1,02-26-2020
1,02-26-2020
1,02-26-2020
1,02-26-2020
1,02-26-2020
1,02-26-2020
1,02-26-2020
0,02-26-2020
0,02-26-2020
0,02-26-2020
2641,02-27-2020
13,02-27-2020
7,02-27-2020
20,02-27-2020
1,02-27-2020
4,02-27-2020
6,02-27-2020
1,02-27-2020
6,02-27-2020
4,02-27-2020
17,02-27-2020
0,02-27-2020
6,02-27-2020
3,02-27-2020
13,02-27-2020
5,02-27-2020
3,02-27-2020
6,02-27-2020
1,02-27-2020
2,02-27-2020
26,02-27-2020
1,02-27-2020
4,02-27-2020
2,02-27-2020
5,02-27-2020
2,02-27-2020
3,02-27-2020
0,02-27-2020
1,02-27-2020
1,02-27-2020
0,02-27-2020
2,02-27-2020
2,02-27-2020
2,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
2,02-27-2020
0,02-27-2020
1,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
5,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
1,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
2,02-27-2020
2,02-27-2020
2,02-27-2020
2,02-27-2020
2,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
1,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
1,02-27-2020
1,02-27-2020
1,02-27-2020
1,02-27-2020
1,02-27-2020
1,02-27-2020
1,02-27-2020
1,02-27-2020
0,02-27-2020
0,02-27-2020
0,02-27-2020
2682,02-28-2020
13,02-28-2020
7,02-28-2020
20,02-28-2020
1,02-28-2020
4,02-28-2020
6,02-28-2020
1,02-28-2020
21,02-28-2020
6,02-28-2020
6,02-28-2020
0,02-28-2020
6,02-28-2020
3,02-28-2020
13,02-28-2020
7,02-28-2020
34,02-28-2020
3,02-28-2020
6,02-28-2020
1,02-28-2020
2,02-28-2020
1,02-28-2020
4,02-28-2020
2,02-28-2020
5,02-28-2020
2,02-28-2020
3,02-28-2020
0,02-28-2020
1,02-28-2020
2,02-28-2020
1,02-28-2020
0,02-28-2020
2,02-28-2020
3,02-28-2020
0,02-28-2020
0,02-28-2020
2,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
1,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
5,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
1,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
2,02-28-2020
2,02-28-2020
2,02-28-2020
2,02-28-2020
2,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
1,02-28-2020
1,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
1,02-28-2020
1,02-28-2020
1,02-28-2020
1,02-28-2020
1,02-28-2020
1,02-28-2020
1,02-28-2020
1,02-28-2020
0,02-28-2020
0,02-28-2020
0,02-28-2020
2727,02-29-2020
16,02-29-2020
7,02-29-2020
21,02-29-2020
1,02-29-2020
29,02-29-2020
4,02-29-2020
6,02-29-2020
1,02-29-2020
6,02-29-2020
6,02-29-2020
0,02-29-2020
43,02-29-2020
6,02-29-2020
3,02-29-2020
13,02-29-2020
8,02-29-2020
3,02-29-2020
6,02-29-2020
1,02-29-2020
2,02-29-2020
1,02-29-2020
5,02-29-2020
2,02-29-2020
5,02-29-2020
2,02-29-2020
3,02-29-2020
0,02-29-2020
1,02-29-2020
0,02-29-2020
2,02-29-2020
2,02-29-2020
1,02-29-2020
2,02-29-2020
0,02-29-2020
3,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
1,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
10,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
6,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
1,02-29-2020
0,02-29-2020
3,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
2,02-29-2020
2,02-29-2020
2,02-29-2020
2,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
1,02-29-2020
1,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
1,02-29-2020
1,02-29-2020
1,02-29-2020
1,02-29-2020
1,02-29-2020
1,02-29-2020
1,02-29-2020
1,02-29-2020
1,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
0,02-29-2020
2761,03-01-2020
17,03-01-2020
34,03-01-2020
7,03-01-2020
22,03-01-2020
1,03-01-2020
4,03-01-2020
6,03-01-2020
54,03-01-2020
1,03-01-2020
6,03-01-2020
6,03-01-2020
0,03-01-2020
6,03-01-2020
3,03-01-2020
13,03-01-2020
8,03-01-2020
3,03-01-2020
6,03-01-2020
1,03-01-2020
6,03-01-2020
2,03-01-2020
1,03-01-2020
2,03-01-2020
5,03-01-2020
2,03-01-2020
3,03-01-2020
0,03-01-2020
2,03-01-2020
0,03-01-2020
1,03-01-2020
0,03-01-2020
2,03-01-2020
1,03-01-2020
2,03-01-2020
0,03-01-2020
3,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
1,03-01-2020
1,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
14,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
9,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
1,03-01-2020
0,03-01-2020
0,03-01-2020
3,03-01-2020
3,03-01-2020
1,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
2,03-01-2020
2,03-01-2020
2,03-01-2020
2,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
1,03-01-2020
1,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
1,03-01-2020
1,03-01-2020
1,03-01-2020
1,03-01-2020
1,03-01-2020
1,03-01-2020
1,03-01-2020
1,03-01-2020
1,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
0,03-01-2020
2803,03-02-2020
28,03-02-2020
52,03-02-2020
66,03-02-2020
7,03-02-2020
22,03-02-2020
1,03-02-2020
4,03-02-2020
6,03-02-2020
1,03-02-2020
6,03-02-2020
6,03-02-2020
0,03-02-2020
6,03-02-2020
3,03-02-2020
13,03-02-2020
8,03-02-2020
3,03-02-2020
6,03-02-2020
1,03-02-2020
6,03-02-2020
2,03-02-2020
1,03-02-2020
3,03-02-2020
2,03-02-2020
5,03-02-2020
0,03-02-2020
2,03-02-2020
3,03-02-2020
0,03-02-2020
1,03-02-2020
0,03-02-2020
0,03-02-2020
2,03-02-2020
1,03-02-2020
2,03-02-2020
3,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
1,03-02-2020
0,03-02-2020
1,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
17,03-02-2020
0,03-02-2020
0,03-02-2020
14,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
9,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
4,03-02-2020
4,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
1,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
1,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
2,03-02-2020
2,03-02-2020
2,03-02-2020
2,03-02-2020
2,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
1,03-02-2020
1,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
1,03-02-2020
1,03-02-2020
1,03-02-2020
1,03-02-2020
1,03-02-2020
1,03-02-2020
1,03-02-2020
1,03-02-2020
1,03-02-2020
1,03-02-2020
1,03-02-2020
1,03-02-2020
1,03-02-2020
1,03-02-2020
1,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
0,03-02-2020
2835,03-03-2020
28,03-03-2020
79,03-03-2020
77,03-03-2020
7,03-03-2020
22,03-03-2020
1,03-03-2020
4,03-03-2020
6,03-03-2020
1,03-03-2020
6,03-03-2020
6,03-03-2020
0,03-03-2020
6,03-03-2020
3,03-03-2020
13,03-03-2020
8,03-03-2020
3,03-03-2020
6,03-03-2020
1,03-03-2020
